# ID	Field	StarID	RA	Decl	I	V	P_1	dP_1
OGLE-SMC-CEP-2562	SMC108.7	43300	00:56:33.52	-72:11:36.6	17.119	17.553	0.6899945	0.0000005
OGLE-SMC-CEP-2563	SMC108.7	43153	00:56:33.55	-72:13:55.1	16.464	17.008	1.6639059	0.0000010
OGLE-SMC-CEP-2564	SMC105.7	15621	00:56:33.71	-72:49:30.5	16.018	16.665	1.8958176	0.0000015
OGLE-SMC-CEP-2565	SMC106.8	32861	00:56:34.05	-73:31:25.4	15.549	16.328	4.4589634	0.0000435
OGLE-SMC-CEP-2566	SMC105.5	13021	00:56:34.38	-72:31:16.2	15.961	16.798	3.4854148	0.0000028
OGLE-SMC-CEP-2567	SMC106.7	38817	00:56:34.72	-73:22:30.3	15.857	16.510	2.2600668	0.0000059
OGLE-SMC-CEP-2568	SMC105.7	15886	00:56:35.36	-72:53:07.4	17.167	17.895	1.4144128	0.0000006
OGLE-SMC-CEP-2569	SMC105.7	15518	00:56:35.87	-72:51:24.1	15.949	16.782	3.6342305	0.0000032
OGLE-SMC-CEP-2570	SMC106.7	38983	00:56:35.98	-73:22:03.6	17.011	17.540	0.8139880	0.0000009
OGLE-SMC-CEP-2571	SMC105.6	14558	00:56:37.04	-72:42:23.9	16.652	17.307	1.7378412	0.0000004
OGLE-SMC-CEP-2572	SMC105.8	15221	00:56:37.24	-72:59:54.3	16.004	16.753	2.9768635	0.0000012
OGLE-SMC-CEP-2573	SMC105.5	13022	00:56:37.34	-72:34:44.6	16.025	16.698	3.0682495	0.0000023
OGLE-SMC-CEP-2574	SMC108.7	22301	00:56:37.62	-72:17:09.1	13.786	14.664	14.5919407	0.0000937
OGLE-SMC-CEP-2575	SMC109.7	8925	00:56:37.62	-71:40:14.2	16.393	16.862	1.1142482	0.0000044
OGLE-SMC-CEP-2576	SMC107.8	7843	00:56:37.87	-74:09:29.7	16.012	16.618	2.9315622	0.0000017
OGLE-SMC-CEP-2577	SMC105.8	41952	00:56:37.89	-72:54:30.3	15.236	15.940	3.9346366	0.0000017
OGLE-SMC-CEP-2578	SMC108.5	13650	00:56:38.25	-71:57:13.1	17.313	17.915	0.8372421	0.0000008
OGLE-SMC-CEP-2579	SMC105.5	13122	00:56:38.66	-72:31:57.8	16.199	16.834	2.3140060	0.0000006
OGLE-SMC-CEP-2580	SMC108.5	30928	00:56:38.94	-71:55:02.2	16.954	17.610	1.3093010	0.0000010
OGLE-SMC-CEP-2581	SMC105.6	39637	00:56:39.05	-72:36:30.0	16.579	17.318	2.0033848	0.0000009
OGLE-SMC-CEP-2582	SMC105.5	13025	00:56:39.15	-72:33:54.6	15.684	16.421	3.6055745	0.0000013
OGLE-SMC-CEP-2583	SMC107.5	14866	00:56:39.99	-73:46:17.7	17.341	17.871	0.5853857	0.0000008
OGLE-SMC-CEP-2584	SMC107.7	9223	00:56:41.13	-74:01:39.5	17.321	17.873	1.1056413	0.0000005
OGLE-SMC-CEP-2585	SMC105.8	42107	00:56:41.60	-72:54:31.3	16.506	17.211	1.4458672	0.0000013
OGLE-SMC-CEP-2586	SMC106.7	38782	00:56:42.52	-73:21:39.2	15.456	16.022	2.4409292	0.0000176
OGLE-SMC-CEP-2587	SMC107.6	10565	00:56:42.82	-73:54:42.1	16.081	16.821	3.5464576	0.0000049
OGLE-SMC-CEP-2588	SMC108.7	22304	00:56:43.11	-72:14:11.2	14.891	15.554	3.6420465	0.0000103
OGLE-SMC-CEP-2589	SMC107.5	14400	00:56:43.88	-73:39:17.6	15.473	16.172	4.9544932	0.0000196
OGLE-SMC-CEP-2590	SMC105.7	40675	00:56:44.93	-72:44:48.0	16.642	17.450	2.2346579	0.0000027
OGLE-SMC-CEP-2591	SMC106.5	44775	00:56:45.48	-73:03:39.9	16.500	16.959	1.0360479	0.0000030
OGLE-SMC-CEP-2592	SMC109.8	12044	00:56:45.83	-71:48:11.2	16.691	17.258	1.4461336	0.0000005
OGLE-SMC-CEP-2593	SMC109.7	8931	00:56:46.02	-71:41:35.0	16.371	16.938	1.2371634	0.0000010
OGLE-SMC-CEP-2594	SMC109.8	11730	00:56:46.35	-71:43:35.3	15.561	16.145	2.0819211	0.0000041
OGLE-SMC-CEP-2595	SMC105.5	13137	00:56:46.60	-72:33:40.7	16.444	16.992	1.2649703	0.0000007
OGLE-SMC-CEP-2596	SMC108.6	18574	00:56:46.82	-72:07:57.5	14.847	15.534	5.0580103	0.0000064
OGLE-SMC-CEP-2597	SMC105.5	37410	00:56:47.89	-72:27:50.6	15.620	16.264	2.5726789	0.0000032
OGLE-SMC-CEP-2598	SMC106.6	41438	00:56:48.86	-73:11:14.5	16.651	17.204	1.4721043	0.0000007
OGLE-SMC-CEP-2599	SMC109.7	8935	00:56:49.05	-71:38:34.4	16.431	17.093	2.0227726	0.0000019
OGLE-SMC-CEP-2600	SMC109.7	9090	00:56:49.52	-71:34:25.5	17.015	17.622	1.3142451	0.0000013
OGLE-SMC-CEP-2601	SMC105.6	14589	00:56:49.62	-72:40:46.3	16.851	17.591	1.5981826	0.0000012
OGLE-SMC-CEP-2602	SMC106.7	38826	00:56:50.27	-73:23:27.6	15.872	16.438	2.3700252	0.0000012
OGLE-SMC-CEP-2603	SMC105.8	42125	00:56:50.34	-72:56:51.4	16.193	16.874	2.5122466	0.0000008
OGLE-SMC-CEP-2604	SMC106.6	41267	00:56:50.77	-73:14:42.6	14.529	15.370	5.1715574	0.0000059
OGLE-SMC-CEP-2605	SMC107.5	14560	00:56:52.07	-73:41:18.0	16.803	17.392	1.2334840	0.0000021
OGLE-SMC-CEP-2606	SMC105.8	47963	00:56:52.38	-72:56:09.7	15.390	16.076	3.7760879	0.0000014
OGLE-SMC-CEP-2607	SMC105.7	21708	00:56:52.81	-72:52:12.0	14.273	15.238	10.7573474	0.0000266
OGLE-SMC-CEP-2608	SMC106.8	32918	00:56:53.05	-73:31:55.2	15.648	16.264	2.4156854	0.0000039
OGLE-SMC-CEP-2609	SMC105.7	46269	00:56:53.21	-72:48:49.9	16.688	17.435	2.0295817	0.0000012
OGLE-SMC-CEP-2610	SMC105.5	45142	00:56:54.13	-72:30:45.2	17.284	18.035	1.3787584	0.0000004
OGLE-SMC-CEP-2611	SMC106.7	38965	00:56:55.55	-73:20:21.1	16.973	17.612	1.5390874	0.0000012
OGLE-SMC-CEP-2612	SMC106.7	12983	00:56:56.22	-73:27:06.7	16.941	17.600	1.5941863	0.0000007
OGLE-SMC-CEP-2613	SMC106.7	13273	00:56:56.76	-73:28:11.5	17.331	17.971	0.7812932	0.0000009
OGLE-SMC-CEP-2614	SMC106.6	41460	00:56:57.09	-73:11:38.4	16.623	17.322	1.9445935	0.0000017
OGLE-SMC-CEP-2615	SMC108.8	26217	00:56:57.48	-72:24:00.1	16.075	16.669	1.9551413	0.0000090
OGLE-SMC-CEP-2616	SMC106.6	41462	00:56:57.64	-73:11:46.8	16.727	17.286	1.1532008	0.0000008
OGLE-SMC-CEP-2617	SMC106.6	14757	00:56:57.72	-73:18:43.0	16.590	17.052	0.8094365	0.0000002
OGLE-SMC-CEP-2618	SMC105.6	20431	00:56:57.81	-72:43:21.8	15.144	15.878	5.6788229	0.0000039
OGLE-SMC-CEP-2619	SMC109.7	8940	00:56:58.07	-71:35:05.7	16.155	16.682	1.5306637	0.0000022
OGLE-SMC-CEP-2620	SMC107.7	9500	00:56:59.07	-74:00:18.2	17.251	17.745	0.8023674	0.0000006
OGLE-SMC-CEP-2621	SMC108.6	41105	00:56:59.92	-72:02:05.5	15.799	16.524	3.4830618	0.0000045
OGLE-SMC-CEP-2622	SMC108.6	18590	00:57:00.79	-72:07:41.9	15.536	16.283	4.3299888	0.0000096
OGLE-SMC-CEP-2623	SMC105.5	45047	00:57:02.16	-72:27:54.4	16.679	17.178	0.9749228	0.0000003
OGLE-SMC-CEP-2624	SMC108.8	26346	00:57:02.28	-72:24:18.5	17.057	17.867	1.7063255	0.0000016
OGLE-SMC-CEP-2625	SMC106.5	44804	00:57:02.88	-73:04:56.4	16.515	17.203	1.7340702	0.0000023
OGLE-SMC-CEP-2626	SMC107.5	14581	00:57:03.43	-73:46:15.7	16.550	17.234	1.0554914	0.0000010
OGLE-SMC-CEP-2627	SMC106.5	44691	00:57:03.46	-73:05:45.5	15.762	16.409	2.0745528	0.0000026
OGLE-SMC-CEP-2628	SMC106.5	16008	00:57:03.83	-73:10:26.3	16.046	16.650	1.7464352	0.0000015
OGLE-SMC-CEP-2629	SMC105.6	20515	00:57:04.33	-72:40:33.9	16.718	17.415	1.7778125	0.0000004
OGLE-SMC-CEP-2630	SMC109.7	9120	00:57:04.78	-71:42:04.5	16.774	17.224	0.6888358	0.0000040
OGLE-SMC-CEP-2631	SMC106.5	16119	00:57:04.79	-73:08:26.7	16.457	17.057	1.8609008	0.0000004
OGLE-SMC-CEP-2632	SMC107.7	9525	00:57:04.90	-73:59:35.3	17.222	17.740	0.8132856	0.0000006
OGLE-SMC-CEP-2633	SMC108.8	58260	00:57:04.96	-72:21:38.0	16.333	17.007	2.1500482	0.0000010
OGLE-SMC-CEP-2634	SMC108.8	26228	00:57:05.11	-72:24:51.9	16.126	16.787	2.5096726	0.0000013
OGLE-SMC-CEP-2635	SMC105.6	45298	00:57:05.13	-72:36:27.2	15.472	16.141	3.8255601	0.0000013
OGLE-SMC-CEP-2636	SMC108.6	18733	00:57:05.25	-72:08:59.7	17.121	17.746	1.2110950	0.0000040
OGLE-SMC-CEP-2637	SMC107.6	10723	00:57:05.81	-73:54:11.8	16.975	17.553	1.0231567	0.0000014
OGLE-SMC-CEP-2638	SMC106.7	18854	00:57:06.17	-73:29:18.1	15.851	16.536	2.1836090	0.0000133
OGLE-SMC-CEP-2639	SMC106.7	18815	00:57:07.06	-73:28:37.8	14.473	15.179	7.8954503	0.0000131
OGLE-SMC-CEP-2640	SMC108.5	13693	00:57:07.11	-71:57:24.8	16.883	17.400	0.9475888	0.0000007
OGLE-SMC-CEP-2641	SMC105.6	20457	00:57:07.16	-72:42:31.9	15.770	16.364	2.1085762	0.0000018
OGLE-SMC-CEP-2642	SMC107.5	14994	00:57:07.42	-73:38:29.7	17.517	18.092	1.0533319	0.0000005
OGLE-SMC-CEP-2643	SMC106.5	51318	00:57:08.46	-73:04:56.2	15.186	15.924	6.3718310	0.0000146
OGLE-SMC-CEP-2644	SMC109.7	8945	00:57:08.61	-71:40:05.8	16.318	16.861	1.8703436	0.0000008
OGLE-SMC-CEP-2645	SMC109.8	11738	00:57:08.65	-71:49:39.3	15.325	16.091	4.0451119	0.0000059
OGLE-SMC-CEP-2646	SMC106.7	44947	00:57:09.07	-73:21:43.0	16.455	17.158	2.2185172	0.0000060
OGLE-SMC-CEP-2647	SMC106.8	15801	00:57:09.26	-73:36:59.0	15.773	16.300	1.8978830	0.0000024
OGLE-SMC-CEP-2648	SMC106.5	51384	00:57:09.99	-73:06:06.5	16.741	17.258	0.9931517	0.0000005
OGLE-SMC-CEP-2649	SMC106.7	44949	00:57:10.13	-73:22:51.2	17.227	17.821	1.1687635	0.0000008
OGLE-SMC-CEP-2650	SMC108.5	30863	00:57:10.29	-71:53:33.5	15.173	-99.99	2.5938532	0.0000038
OGLE-SMC-CEP-2651	SMC106.7	44950	00:57:10.53	-73:21:28.9	17.047	17.659	1.0538200	0.0000008
OGLE-SMC-CEP-2652	SMC106.5	22361	00:57:10.73	-73:07:19.7	16.157	16.618	1.4349634	0.0000041
OGLE-SMC-CEP-2653	SMC108.7	22409	00:57:12.42	-72:16:56.3	16.408	16.935	1.6700340	0.0000007
OGLE-SMC-CEP-2654	SMC108.8	58379	00:57:12.57	-72:22:43.8	16.608	-99.99	1.7060978	0.0000007
OGLE-SMC-CEP-2655	SMC105.6	20534	00:57:13.34	-72:42:34.4	16.769	17.257	0.9422865	0.0000003
OGLE-SMC-CEP-2656	SMC106.7	18824	00:57:13.99	-73:28:04.1	15.561	16.210	3.2679265	0.0000017
OGLE-SMC-CEP-2657	SMC106.8	15842	00:57:14.63	-73:35:50.9	17.234	17.840	1.2088045	0.0000007
OGLE-SMC-CEP-2658	SMC109.8	11871	00:57:15.08	-71:49:26.4	16.281	16.965	2.2324757	0.0000019
OGLE-SMC-CEP-2659	SMC106.7	45094	00:57:15.56	-73:24:02.4	17.622	18.149	0.9360561	0.0000007
OGLE-SMC-CEP-2660	SMC105.8	48064	00:57:15.67	-72:54:23.3	16.661	17.214	1.1148209	0.0000006
OGLE-SMC-CEP-2661	SMC105.8	21742	00:57:15.69	-72:58:36.8	16.907	17.583	1.5258528	0.0000008
OGLE-SMC-CEP-2662	SMC107.5	14607	00:57:15.72	-73:42:49.2	17.004	17.452	0.9165861	0.0000016
OGLE-SMC-CEP-2663	SMC109.8	11872	00:57:15.90	-71:50:32.8	16.448	17.014	1.1762215	0.0000012
OGLE-SMC-CEP-2664	SMC106.8	15846	00:57:16.84	-73:36:52.0	16.630	17.272	1.8331580	0.0000010
OGLE-SMC-CEP-2665	SMC105.8	48247	00:57:18.09	-72:55:54.3	17.590	18.279	1.1430515	0.0000005
OGLE-SMC-CEP-2666	SMC106.7	18936	00:57:18.24	-73:26:38.4	16.807	17.470	2.1631537	0.0000023
OGLE-SMC-CEP-2667	SMC106.7	44970	00:57:18.33	-73:24:28.1	16.980	17.551	1.4369546	0.0000007
OGLE-SMC-CEP-2668	SMC105.8	48001	00:57:18.37	-72:54:49.1	15.889	16.518	1.9408066	0.0000017
OGLE-SMC-CEP-2669	SMC107.7	9566	00:57:18.99	-74:01:32.4	17.710	18.276	0.6531442	0.0000007
OGLE-SMC-CEP-2670	SMC106.5	51404	00:57:19.21	-73:03:08.4	17.098	17.770	1.5198105	0.0000008
OGLE-SMC-CEP-2671	SMC105.5	19112	00:57:19.83	-72:35:12.2	17.811	18.493	0.8633047	0.0000035
OGLE-SMC-CEP-2672	SMC107.6	11106	00:57:20.00	-73:52:54.6	17.396	17.999	1.2293869	0.0000019
OGLE-SMC-CEP-2673	SMC109.2	63	00:57:20.49	-71:38:41.6	15.945	-99.99	2.2206192	0.0000049
OGLE-SMC-CEP-2674	SMC106.7	44977	00:57:21.25	-73:24:49.7	17.155	17.813	1.3589310	0.0000011
OGLE-SMC-CEP-2675	SMC106.8	15808	00:57:21.31	-73:34:51.1	15.522	16.200	3.8085677	0.0000023
OGLE-SMC-CEP-2676	SMC108.5	30910	00:57:22.15	-71:54:04.5	16.309	16.900	1.8297977	0.0000083
OGLE-SMC-CEP-2677	SMC105.8	21674	00:57:22.40	-72:59:51.1	15.520	15.935	1.7311440	0.0000013
OGLE-SMC-CEP-2678	SMC109.1	4	00:57:24.45	-71:44:52.1	14.486	14.879	4.7811258	0.0000171
OGLE-SMC-CEP-2679	SMC106.8	15970	00:57:24.70	-73:36:40.1	17.258	17.911	1.3407052	0.0000008
OGLE-SMC-CEP-2680	SMC106.5	51411	00:57:24.87	-73:04:57.8	17.055	17.607	1.0894710	0.0000002
OGLE-SMC-CEP-2681	SMC105.5	18868	00:57:24.95	-72:35:32.8	15.450	15.992	2.0765727	0.0000026
OGLE-SMC-CEP-2682	SMC105.6	20476	00:57:25.00	-72:41:22.4	16.069	16.718	1.7788857	0.0000012
OGLE-SMC-CEP-2683	SMC105.6	22307	00:57:25.24	-72:44:32.9	18.755	19.451	0.3373657	0.0000007
OGLE-SMC-CEP-2684	SMC106.7	44906	00:57:25.67	-73:22:30.3	16.340	16.983	2.0287657	0.0000014
OGLE-SMC-CEP-2685	SMC109.1	109	00:57:26.74	-71:44:29.3	16.473	17.076	1.7545606	0.0000010
OGLE-SMC-CEP-2686	SMC108.8	26258	00:57:26.74	-72:25:52.9	16.473	17.093	1.2856602	0.0000007
OGLE-SMC-CEP-2687	SMC106.6	48026	00:57:26.97	-73:14:06.2	17.405	17.907	0.6141860	0.0000003
OGLE-SMC-CEP-2688	SMC106.5	51417	00:57:27.09	-73:04:39.0	17.104	17.586	0.7383510	0.0000002
OGLE-SMC-CEP-2689	SMC106.5	51345	00:57:27.17	-73:03:27.8	15.597	16.284	3.7180500	0.0000015
OGLE-SMC-CEP-2690	SMC105.5	18950	00:57:27.84	-72:33:49.4	16.838	17.523	2.2421623	0.0000006
OGLE-SMC-CEP-2691	SMC105.5	45091	00:57:29.07	-72:29:38.5	16.220	16.927	1.6997979	0.0000017
OGLE-SMC-CEP-2692	SMC106.5	51348	00:57:29.43	-73:05:59.2	15.705	16.249	1.8223529	0.0000010
OGLE-SMC-CEP-2693	SMC108.6	18661	00:57:29.65	-72:08:43.7	16.639	17.160	0.9215299	0.0000008
OGLE-SMC-CEP-2694	SMC108.5	13606	00:57:29.81	-71:59:39.5	15.362	15.996	3.6546846	0.0000039
OGLE-SMC-CEP-2695	SMC106.7	18961	00:57:30.07	-73:28:19.8	16.417	17.023	2.0600948	0.0000010
OGLE-SMC-CEP-2696	SMC106.5	51423	00:57:31.04	-73:05:43.3	16.957	17.625	1.5009796	0.0000005
OGLE-SMC-CEP-2697	SMC106.6	47795	00:57:31.16	-73:13:06.5	15.529	16.273	3.3717055	0.0000019
OGLE-SMC-CEP-2698	SMC106.5	51350	00:57:31.61	-73:06:20.7	16.219	16.853	2.1446137	0.0000006
OGLE-SMC-CEP-2699	SMC106.8	15792	00:57:31.66	-73:35:14.6	15.378	16.059	2.1174814	0.0000029
OGLE-SMC-CEP-2700	SMC105.7	46328	00:57:31.97	-72:45:17.1	16.307	17.004	2.3207664	0.0000006
OGLE-SMC-CEP-2701	SMC105.5	45096	00:57:32.68	-72:30:06.6	16.514	17.084	1.4928993	0.0000002
OGLE-SMC-CEP-2702	SMC108.7	49847	00:57:32.71	-72:13:37.9	14.831	15.389	3.3676277	0.0000060
OGLE-SMC-CEP-2703	SMC108.4	20665	00:57:33.17	-71:53:17.0	16.486	16.959	1.1149537	0.0000028
OGLE-SMC-CEP-2704	SMC108.1	54	00:57:33.58	-72:26:49.8	16.477	17.118	1.3999317	0.0000008
OGLE-SMC-CEP-2705	SMC106.6	20848	00:57:33.82	-73:17:06.8	16.959	17.471	1.0194930	0.0000004
OGLE-SMC-CEP-2706	SMC108.3	0	00:57:33.89	-72:04:13.1	12.663	-99.99	39.1952894	0.0032876
OGLE-SMC-CEP-2707	SMC105.7	46258	00:57:34.09	-72:45:10.2	15.241	16.012	6.0695736	0.0000041
OGLE-SMC-CEP-2708	SMC107.7	9610	00:57:34.23	-73:58:48.0	17.376	17.799	0.5223148	0.0000003
OGLE-SMC-CEP-2709	SMC106.7	18889	00:57:34.27	-73:26:32.0	16.050	16.811	3.2134788	0.0000056
OGLE-SMC-CEP-2710	SMC107.7	9299	00:57:34.65	-73:59:45.4	17.028	17.674	1.7206813	0.0000021
OGLE-SMC-CEP-2711	SMC106.6	47870	00:57:34.88	-73:13:05.2	17.118	17.796	1.4256377	0.0000009
OGLE-SMC-CEP-2712	SMC105.8	47956	00:57:34.95	-72:57:44.3	14.885	15.557	4.8987360	0.0000019
OGLE-SMC-CEP-2713	SMC105.6	20483	00:57:36.52	-72:40:31.1	15.449	16.115	3.9733620	0.0000017
OGLE-SMC-CEP-2714	SMC109.1	650	00:57:36.54	-71:45:08.1	17.657	18.068	0.8280754	0.0000011
OGLE-SMC-CEP-2715	SMC105.8	48104	00:57:37.95	-72:55:39.6	16.694	17.286	1.1167302	0.0000005
OGLE-SMC-CEP-2716	SMC109.4	109	00:57:38.16	-71:16:13.2	16.762	17.266	1.3336140	0.0000005
OGLE-SMC-CEP-2717	SMC106.6	47879	00:57:38.47	-73:13:19.3	16.964	17.541	1.2974965	0.0000005
OGLE-SMC-CEP-2718	SMC106.8	15816	00:57:39.28	-73:35:04.8	16.251	16.937	1.7877476	0.0000034
OGLE-SMC-CEP-2719	SMC106.6	20859	00:57:39.73	-73:16:37.8	17.240	17.719	0.7058853	0.0000007
OGLE-SMC-CEP-2720	SMC106.6	47883	00:57:40.13	-73:13:18.2	16.296	17.025	1.4654713	0.0000015
OGLE-SMC-CEP-2721	SMC105.8	47959	00:57:40.28	-72:55:16.3	15.116	15.770	4.4122470	0.0000016
OGLE-SMC-CEP-2722	SMC105.5	18833	00:57:40.29	-72:32:44.3	15.078	15.795	4.9871232	0.0000035
OGLE-SMC-CEP-2723	SMC108.2	92	00:57:41.08	-72:15:09.8	16.283	16.925	1.5539012	0.0000013
OGLE-SMC-CEP-2724	SMC106.6	20861	00:57:41.54	-73:16:02.4	16.539	17.119	1.8101469	0.0000008
OGLE-SMC-CEP-2725	SMC105.6	20815	00:57:41.65	-72:43:43.9	17.183	17.755	0.9008200	0.0000005
OGLE-SMC-CEP-2726	SMC105.7	46338	00:57:42.38	-72:45:55.9	16.849	17.592	1.7493591	0.0000006
OGLE-SMC-CEP-2727	SMC108.3	27907	00:57:42.77	-72:03:06.9	16.158	16.824	2.4416839	0.0000027
OGLE-SMC-CEP-2728	SMC106.6	20789	00:57:42.82	-73:16:00.6	16.254	16.943	2.1355238	0.0000014
OGLE-SMC-CEP-2729	SMC105.7	21868	00:57:43.21	-72:53:44.4	16.620	17.284	1.3253263	0.0000020
OGLE-SMC-CEP-2730	SMC105.5	45120	00:57:43.96	-72:29:11.8	16.387	16.852	1.0949926	0.0000005
OGLE-SMC-CEP-2731	SMC109.2	81	00:57:44.16	-71:42:17.4	16.523	17.175	1.3862147	0.0000024
OGLE-SMC-CEP-2732	SMC105.5	45352	00:57:44.19	-72:29:26.8	16.977	17.539	1.3658526	0.0000003
OGLE-SMC-CEP-2733	SMC106.5	51455	00:57:44.34	-73:05:23.6	16.712	17.355	1.7755424	0.0000008
OGLE-SMC-CEP-2734	SMC105.7	46550	00:57:44.40	-72:46:16.4	16.934	17.581	1.4538988	0.0000003
OGLE-SMC-CEP-2735	SMC105.7	46343	00:57:44.43	-72:47:00.0	16.009	16.740	1.9779053	0.0000017
OGLE-SMC-CEP-2736	SMC108.2	6	00:57:44.76	-72:16:24.9	13.764	14.492	12.6236056	0.0000207
OGLE-SMC-CEP-2737	SMC107.5	14665	00:57:44.85	-73:41:42.0	16.883	17.415	1.3139570	0.0000011
OGLE-SMC-CEP-2738	SMC105.6	45447	00:57:45.19	-72:36:52.4	16.990	17.619	0.9869334	0.0000006
OGLE-SMC-CEP-2739	SMC107.5	14666	00:57:45.60	-73:40:33.9	16.708	17.386	1.7318669	0.0000023
OGLE-SMC-CEP-2740	SMC108.2	457	00:57:46.17	-72:14:33.6	18.249	18.835	0.8297559	0.0000003
OGLE-SMC-CEP-2741	SMC108.2	197	00:57:47.18	-72:18:03.8	16.829	17.392	0.8447545	0.0000023
OGLE-SMC-CEP-2742	SMC106.6	47807	00:57:47.98	-73:12:14.2	15.576	16.174	2.5534862	0.0000042
OGLE-SMC-CEP-2743	SMC108.4	20727	00:57:47.98	-71:52:42.1	17.418	17.986	0.6513067	0.0000006
OGLE-SMC-CEP-2744	SMC108.2	30511	00:57:48.57	-72:11:03.9	17.472	18.133	0.7706881	0.0000012
OGLE-SMC-CEP-2745	SMC106.6	20874	00:57:48.92	-73:18:24.5	16.825	17.509	1.9015929	0.0000025
OGLE-SMC-CEP-2746	SMC108.2	30340	00:57:49.71	-72:12:41.3	14.879	15.681	6.6928993	0.0000278
OGLE-SMC-CEP-2747	SMC105.7	46267	00:57:50.16	-72:47:47.3	15.286	15.977	4.5617293	0.0000031
OGLE-SMC-CEP-2748	SMC108.1	68	00:57:51.20	-72:24:23.3	16.304	16.958	1.9379697	0.0000008
OGLE-SMC-CEP-2749	SMC107.8	8007	00:57:52.00	-74:06:17.0	16.758	17.211	1.0867975	0.0000012
OGLE-SMC-CEP-2750	SMC109.2	223	00:57:52.07	-71:41:15.4	17.494	18.049	0.5708798	0.0000009
OGLE-SMC-CEP-2751	SMC108.1	0	00:57:53.31	-72:24:46.4	12.654	13.547	33.0325172	0.0001855
OGLE-SMC-CEP-2752	SMC105.4	489	00:57:54.47	-72:32:48.6	18.596	18.800	0.2837440	0.0000002
OGLE-SMC-CEP-2753	SMC106.8	38694	00:57:54.54	-73:30:51.4	17.303	17.885	0.7447773	0.0000008
OGLE-SMC-CEP-2754	SMC109.2	88	00:57:54.64	-71:40:51.9	16.544	17.072	1.1609232	0.0000009
OGLE-SMC-CEP-2755	SMC106.5	51476	00:57:55.58	-73:05:13.1	17.128	17.813	1.5514447	0.0000012
OGLE-SMC-CEP-2756	SMC106.6	20801	00:57:55.95	-73:20:06.2	15.589	16.266	3.3380444	0.0000053
OGLE-SMC-CEP-2757	SMC105.1	19339	00:57:56.37	-72:54:27.4	17.752	18.261	0.5022653	0.0000003
OGLE-SMC-CEP-2758	SMC105.4	19264	00:57:56.75	-72:27:48.4	16.066	16.816	2.5191298	0.0000008
OGLE-SMC-CEP-2759	SMC105.3	23206	00:57:57.64	-72:38:08.8	17.492	18.122	0.7153964	0.0000005
OGLE-SMC-CEP-2760	SMC108.1	182	00:57:57.71	-72:25:51.1	16.807	17.397	1.7963794	0.0000004
OGLE-SMC-CEP-2761	SMC107.5	14688	00:57:58.02	-73:43:17.6	16.663	17.264	1.5361753	0.0000005
OGLE-SMC-CEP-2762	SMC109.2	91	00:57:58.69	-71:36:36.9	16.254	16.736	1.2926883	0.0000012
OGLE-SMC-CEP-2763	SMC108.2	38	00:57:59.21	-72:14:06.1	15.328	15.949	3.5525006	0.0000013
OGLE-SMC-CEP-2764	SMC107.5	14481	00:58:00.98	-73:44:12.5	15.859	16.394	1.5147555	0.0000017
OGLE-SMC-CEP-2765	SMC105.2	21039	00:58:01.15	-72:48:17.6	16.936	17.596	1.5261314	0.0000005
OGLE-SMC-CEP-2766	SMC107.5	15237	00:58:01.23	-73:39:15.6	17.081	17.744	1.3650866	0.0000015
OGLE-SMC-CEP-2767	SMC108.2	117	00:58:01.29	-72:17:05.7	16.371	16.878	1.6569237	0.0000004
OGLE-SMC-CEP-2768	SMC109.1	337	00:58:01.64	-71:44:06.9	17.015	17.454	0.7630552	0.0000003
OGLE-SMC-CEP-2769	SMC105.3	122	00:58:02.35	-72:42:10.4	16.808	17.535	1.8067613	0.0000010
OGLE-SMC-CEP-2770	SMC109.3	193	00:58:02.53	-71:24:57.3	16.750	17.232	0.9310179	0.0000011
OGLE-SMC-CEP-2771	SMC105.3	35	00:58:02.68	-72:40:23.1	15.341	16.149	4.7696839	0.0000032
OGLE-SMC-CEP-2772	SMC107.6	11266	00:58:02.96	-73:49:43.8	17.837	18.387	0.6152591	0.0000008
OGLE-SMC-CEP-2773	SMC106.6	47819	00:58:03.09	-73:13:11.8	15.662	16.222	2.1074529	0.0000068
OGLE-SMC-CEP-2774	SMC105.2	12	00:58:03.92	-72:52:26.4	15.277	15.926	3.0740766	0.0000040
OGLE-SMC-CEP-2775	SMC105.1	91	00:58:04.34	-73:01:02.0	17.039	17.738	1.5322294	0.0000005
OGLE-SMC-CEP-2776	SMC106.7	18918	00:58:04.35	-73:27:50.7	16.107	16.672	2.4080284	0.0000031
OGLE-SMC-CEP-2777	SMC105.1	92	00:58:04.75	-72:59:45.6	16.114	16.766	2.8131001	0.0000019
OGLE-SMC-CEP-2778	SMC105.1	19234	00:58:05.89	-72:55:54.3	16.847	17.448	1.1062093	0.0000008
OGLE-SMC-CEP-2779	SMC106.7	45281	00:58:05.94	-73:24:01.3	17.413	17.999	0.7347615	0.0000014
OGLE-SMC-CEP-2780	SMC106.6	21167	00:58:06.30	-73:18:24.8	17.532	18.101	0.6341666	0.0000012
OGLE-SMC-CEP-2781	SMC106.6	20809	00:58:06.40	-73:17:06.0	15.648	16.194	2.1983896	0.0000105
OGLE-SMC-CEP-2782	SMC105.3	23070	00:58:06.53	-72:37:11.6	16.467	17.074	1.8776834	0.0000077
OGLE-SMC-CEP-2783	SMC106.4	10	00:58:07.38	-73:08:52.8	15.323	16.047	5.1257574	0.0000173
